# PSIBLAST 2.12.0+
# Iteration: 1
# Query: GAKI01000772.1
# Database: swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 106 hits found
GAKI01000772.1	Q95JC9.2	8.000	200	176	3	3	194	476	675	4.00e-91	283
GAKI01000772.1	Q95JC9.2	9.479	211	177	5	2	198	454	664	1.12e-90	282
GAKI01000772.1	Q95JC9.2	9.268	205	177	4	3	198	437	641	4.79e-89	277
GAKI01000772.1	Q95JC9.2	8.586	198	176	3	3	195	226	423	6.74e-89	277
GAKI01000772.1	Q95JC9.2	8.173	208	179	4	3	198	91	298	1.33e-88	276
GAKI01000772.1	Q95JC9.2	8.654	208	178	5	3	198	133	340	1.33e-88	276
GAKI01000772.1	Q95JC9.2	8.920	213	177	5	3	198	165	377	1.88e-88	276
GAKI01000772.1	Q95JC9.2	8.173	208	179	4	3	198	175	382	1.88e-88	276
GAKI01000772.1	Q95JC9.2	9.406	202	173	4	5	196	72	273	2.64e-88	275
GAKI01000772.1	Q95JC9.2	10.345	203	175	4	3	198	112	314	2.64e-88	275
GAKI01000772.1	Q95JC9.2	9.217	217	175	5	4	198	182	398	2.64e-88	275
GAKI01000772.1	Q95JC9.2	8.756	217	176	5	4	198	77	293	5.23e-88	275
GAKI01000772.1	Q95JC9.2	10.837	203	174	4	3	198	154	356	5.23e-88	275
GAKI01000772.1	Q95JC9.2	9.901	202	176	3	3	198	207	408	5.23e-88	275
GAKI01000772.1	Q95JC9.2	8.738	206	177	3	4	198	119	324	1.03e-87	274
GAKI01000772.1	Q95JC9.2	9.045	199	176	3	3	196	79	277	1.46e-87	273
GAKI01000772.1	Q95JC9.2	7.692	208	180	4	3	198	196	403	1.46e-87	273
GAKI01000772.1	Q95JC9.2	7.658	222	179	4	3	198	289	510	1.46e-87	273
GAKI01000772.1	Q95JC9.2	9.390	213	176	6	3	198	123	335	2.05e-87	273
GAKI01000772.1	Q95JC9.2	9.375	224	174	4	4	198	371	594	2.88e-87	273
GAKI01000772.1	Q95JC9.2	7.207	222	180	4	3	198	238	459	4.05e-87	272
GAKI01000772.1	Q95JC9.2	7.658	222	179	4	3	198	259	480	1.13e-86	271
GAKI01000772.1	Q95JC9.2	8.444	225	177	3	3	198	354	578	1.13e-86	271
GAKI01000772.1	Q95JC9.2	8.658	231	176	5	3	198	301	531	1.59e-86	271
GAKI01000772.1	Q95JC9.2	9.091	231	175	5	3	198	322	552	3.14e-86	270
GAKI01000772.1	Q95JC9.2	9.091	231	175	7	3	198	343	573	3.14e-86	270
GAKI01000772.1	Q95JC9.2	6.897	232	180	5	3	198	394	625	4.41e-86	270
GAKI01000772.1	Q95JC9.2	8.955	201	171	3	10	198	72	272	1.33e-84	266
GAKI01000772.1	Q95JC9.2	8.947	190	167	3	3	186	487	676	1.33e-84	266
GAKI01000772.1	Q95JC9.2	8.879	214	177	3	3	198	43	256	5.20e-84	264
GAKI01000772.1	Q95JC9.2	10.550	218	175	3	1	198	13	230	1.15e-77	248
GAKI01000772.1	Q9FPQ6.1	10.660	197	175	1	3	198	114	310	2.70e-90	277
GAKI01000772.1	Q9FPQ6.1	8.911	202	177	2	2	196	74	275	1.69e-88	273
GAKI01000772.1	Q9FPQ6.1	13.000	200	171	3	2	198	100	299	4.74e-88	272
GAKI01000772.1	Q9FPQ6.1	14.419	215	170	4	1	201	146	360	6.69e-88	271
GAKI01000772.1	Q9FPQ6.1	11.962	209	174	4	3	201	140	348	9.44e-88	271
GAKI01000772.1	Q9FPQ6.1	9.360	203	180	2	3	201	41	243	1.88e-87	270
GAKI01000772.1	Q9FPQ6.1	10.329	213	177	3	3	201	166	378	2.65e-87	270
GAKI01000772.1	Q9FPQ6.1	11.558	199	171	3	3	196	61	259	5.28e-87	269
GAKI01000772.1	Q9FPQ6.1	10.427	211	177	3	3	201	127	337	5.28e-87	269
GAKI01000772.1	Q9FPQ6.1	10.606	198	174	1	2	196	49	246	1.48e-86	268
GAKI01000772.1	Q9FPQ6.1	11.765	204	171	4	2	196	67	270	1.48e-86	268
GAKI01000772.1	Q9FPQ6.1	14.721	197	164	4	2	195	87	282	1.48e-86	268
GAKI01000772.1	Q9FPQ6.1	13.000	200	167	4	3	196	46	244	3.28e-85	264
GAKI01000772.1	Q9FPQ6.1	7.960	201	183	1	1	199	185	385	5.15e-84	261
GAKI01000772.1	Q9FPQ6.1	11.707	205	172	4	1	196	24	228	1.44e-83	260
GAKI01000772.1	Q9FPQ6.1	8.000	200	177	1	3	195	184	383	8.92e-82	255
GAKI01000772.1	Q9FPQ6.1	10.000	170	153	0	29	198	40	209	4.08e-76	241
GAKI01000772.1	Q9FPQ6.1	13.441	186	150	3	24	198	40	225	5.75e-76	240
GAKI01000772.1	Q9FPQ6.1	10.795	176	156	1	26	201	40	214	1.61e-75	239
GAKI01000772.1	Q9FPQ6.1	14.024	164	139	2	37	198	33	196	2.12e-68	221
GAKI01000772.1	Q9FLQ7.3	6.855	248	179	10	1	196	940	1187	8.15e-81	265
GAKI01000772.1	Q9FLQ7.3	7.522	226	178	6	4	198	976	1201	3.83e-80	263
GAKI01000772.1	Q9FLQ7.3	6.996	243	182	10	2	200	976	1218	6.48e-77	253
GAKI01000772.1	Q9FLQ7.3	5.903	288	179	14	2	197	889	1176	2.03e-73	243
GAKI01000772.1	Q9FLQ7.3	6.950	259	177	13	5	201	989	1245	8.64e-70	233
GAKI01000772.1	Q9FLQ7.3	8.163	245	169	11	2	190	1002	1246	6.58e-68	228
GAKI01000772.1	Q9FLQ7.3	5.806	310	177	13	2	196	818	1127	1.22e-67	227
GAKI01000772.1	Q9FLQ7.3	5.397	315	179	11	2	197	791	1105	2.70e-66	223
GAKI01000772.1	Q9T0K5.1	8.559	222	177	8	1	196	402	623	2.30e-80	257
GAKI01000772.1	Q9T0K5.1	9.130	230	177	8	3	201	422	650	1.73e-79	254
GAKI01000772.1	Q9T0K5.1	7.477	214	173	5	8	196	392	605	7.36e-77	247
GAKI01000772.1	Q9T0K5.1	10.000	200	167	2	15	201	391	590	2.11e-75	243
GAKI01000772.1	Q9T0K5.1	6.061	264	184	13	2	201	450	713	4.13e-75	243
GAKI01000772.1	Q9T0K5.1	6.154	260	178	13	3	196	478	737	5.38e-67	221
GAKI01000772.1	Q9T0K5.1	7.426	202	179	2	8	201	361	562	1.45e-66	220
GAKI01000772.1	Q84ZL0.2	8.607	244	180	8	1	201	928	1171	3.98e-78	257
GAKI01000772.1	Q84ZL0.2	6.227	273	178	11	3	197	853	1125	7.40e-78	256
GAKI01000772.1	Q84ZL0.2	9.459	222	170	6	7	197	916	1137	7.40e-78	256
GAKI01000772.1	Q84ZL0.2	4.797	271	182	11	3	197	856	1126	1.37e-77	255
GAKI01000772.1	Q84ZL0.2	6.038	265	181	10	2	198	848	1112	6.46e-77	253
GAKI01000772.1	Q84ZL0.2	7.116	267	178	11	1	197	821	1087	7.70e-76	250
GAKI01000772.1	Q84ZL0.2	8.658	231	179	6	2	200	972	1202	4.37e-65	220
GAKI01000772.1	Q84ZL0.2	6.667	270	163	11	13	197	808	1073	7.08e-64	216
GAKI01000772.1	Q7G6K7.2	8.434	249	173	9	3	196	535	783	1.61e-68	229
GAKI01000772.1	Q7G6K7.2	9.339	257	166	9	3	192	540	796	1.96e-67	226
GAKI01000772.1	Q7G6K7.2	6.977	258	178	9	1	196	499	756	6.87e-62	210
GAKI01000772.1	Q9C6S1.3	9.125	263	175	8	2	201	522	783	2.18e-68	229
GAKI01000772.1	Q9C6S1.3	8.077	260	175	7	2	198	543	801	2.54e-64	217
GAKI01000772.1	P05143.2	8.636	220	177	6	3	198	48	267	5.13e-68	213
GAKI01000772.1	P05143.2	7.907	215	177	5	5	198	33	247	1.65e-66	209
GAKI01000772.1	P05143.2	7.477	214	182	4	1	198	13	226	1.88e-65	206
GAKI01000772.1	P05143.2	7.273	220	180	5	3	198	76	295	4.84e-63	200
GAKI01000772.1	P05143.2	8.411	214	177	4	3	197	90	303	1.55e-61	196
GAKI01000772.1	P13983.1	7.981	213	176	3	2	194	295	507	7.77e-68	221
GAKI01000772.1	P13983.1	8.738	206	180	5	2	201	343	546	1.53e-67	220
GAKI01000772.1	P13983.1	8.482	224	177	5	2	197	255	478	1.16e-66	218
GAKI01000772.1	P13983.1	8.531	211	182	3	2	201	279	489	2.28e-66	217
GAKI01000772.1	P13983.1	9.434	212	178	5	3	201	322	532	2.28e-66	217
GAKI01000772.1	P13983.1	6.579	228	184	9	3	201	373	600	1.04e-62	207
GAKI01000772.1	P13983.1	10.345	203	178	3	2	200	247	449	8.22e-61	202
GAKI01000772.1	Q9XIL9.1	9.132	219	180	7	2	201	485	703	1.27e-66	220
GAKI01000772.1	Q9XIL9.1	8.889	225	179	7	2	201	464	687	3.65e-64	213
GAKI01000772.1	Q9XIL9.1	7.175	223	183	6	2	200	446	668	3.73e-63	210
GAKI01000772.1	Q9XIL9.1	9.346	214	173	7	4	196	444	657	3.79e-62	208
GAKI01000772.1	P05142.2	7.805	205	177	4	5	197	33	237	2.51e-66	207
GAKI01000772.1	P05142.2	9.000	200	172	4	8	197	48	247	1.01e-65	205
GAKI01000772.1	P05142.2	10.138	217	178	4	1	201	13	228	1.32e-63	200
GAKI01000772.1	P05142.2	6.500	200	178	3	3	193	62	261	2.14e-62	197
GAKI01000772.1	Q9LK03.3	13.171	205	174	3	1	201	1	205	1.13e-65	217
GAKI01000772.1	Q9LK03.3	7.614	197	179	2	3	197	17	212	3.38e-61	205
GAKI01000772.1	O10341.1	11.176	170	150	1	7	176	32	200	5.65e-64	201
GAKI01000772.1	Q9LJ64.1	12.690	197	165	3	2	191	646	842	1.83e-63	214
GAKI01000772.1	Q9LJ64.1	10.138	217	173	7	7	201	626	842	6.59e-63	212
GAKI01000772.1	Q9LJ64.1	7.576	198	172	4	6	192	617	814	8.53e-62	209
GAKI01000772.1	Q9SX31.1	10.132	227	173	7	3	201	15	238	2.10e-62	208
# BLAST processed 1 queries
