# PSIBLAST 2.13.0+
# Iteration: 1
# Query: GACR01014070.1
# Database: swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 166 hits found
GACR01014070.1	Q54HX6.1	8.451	213	189	2	2	208	422	634	2.01e-91	291
GACR01014070.1	Q54UW4.1	9.596	198	165	1	3	200	1208	1391	1.51e-87	285
GACR01014070.1	Q54UW4.1	8.673	196	163	1	3	198	1201	1380	3.34e-86	281
GACR01014070.1	Q54UW4.1	8.374	203	169	3	5	207	1199	1384	2.38e-79	262
GACR01014070.1	Q54UW4.1	8.333	180	165	0	41	220	1205	1384	8.79e-75	249
GACR01014070.1	Q54UW4.1	10.759	158	141	0	3	160	1236	1393	3.01e-65	221
GACR01014070.1	Q54UW4.1	8.917	157	143	0	3	159	1245	1401	1.68e-63	216
GACR01014070.1	Q54HA4.1	6.093	279	186	5	3	205	21	299	8.20e-87	268
GACR01014070.1	Q54HA4.1	8.059	273	183	6	2	206	9	281	3.26e-86	267
GACR01014070.1	Q54HA4.1	8.156	282	177	8	3	202	29	310	1.39e-78	247
GACR01014070.1	Q54HA4.1	7.905	253	175	5	3	205	2	246	1.81e-72	231
GACR01014070.1	Q54K36.1	10.891	202	167	2	3	204	632	820	4.59e-85	274
GACR01014070.1	Q54K36.1	13.171	205	168	2	3	205	623	819	6.39e-85	274
GACR01014070.1	Q54K36.1	10.396	202	175	1	4	205	625	820	2.39e-84	272
GACR01014070.1	Q54K36.1	7.554	278	181	4	3	205	523	799	4.25e-74	244
GACR01014070.1	Q54K36.1	12.981	208	177	2	2	205	597	804	8.15e-74	244
GACR01014070.1	Q54K36.1	8.696	184	146	2	3	185	659	821	2.99e-73	242
GACR01014070.1	Q54K36.1	8.197	244	185	3	5	220	483	715	4.14e-73	242
GACR01014070.1	Q54K36.1	4.898	245	192	2	2	205	485	729	3.59e-69	231
GACR01014070.1	Q6XHA7.1	11.163	215	177	3	5	210	2186	2395	7.69e-85	278
GACR01014070.1	Q6XHA7.1	8.543	199	182	0	7	205	2183	2381	8.25e-81	266
GACR01014070.1	Q6XHA7.1	8.597	221	165	3	3	200	2192	2398	2.57e-77	256
GACR01014070.1	Q6XHA7.1	9.500	200	175	2	6	205	2183	2376	3.50e-77	256
GACR01014070.1	Q6XHA7.1	8.511	188	149	3	1	188	2234	2398	5.28e-71	238
GACR01014070.1	Q6XHA7.1	9.950	201	156	2	28	203	2172	2372	2.65e-66	224
GACR01014070.1	Q6XHA7.1	10.784	204	151	1	29	201	2162	2365	6.91e-64	217
GACR01014070.1	Q1ZXA9.1	8.974	234	191	2	4	222	418	644	2.23e-84	274
GACR01014070.1	Q1ZXA9.1	7.983	238	186	4	3	207	481	718	2.73e-81	266
GACR01014070.1	Q1ZXA9.1	7.634	262	176	5	3	208	366	617	2.71e-75	249
GACR01014070.1	Q1ZXA9.1	8.367	251	182	3	5	207	323	573	1.56e-68	230
GACR01014070.1	Q557C9.1	7.469	241	203	3	3	223	125	365	3.43e-84	276
GACR01014070.1	Q557C9.1	9.649	228	181	1	3	205	123	350	1.61e-83	274
GACR01014070.1	Q557C9.1	6.061	264	186	4	4	205	81	344	9.99e-67	226
GACR01014070.1	Q54L50.1	8.861	237	199	2	2	221	220	456	1.24e-83	266
GACR01014070.1	Q54L50.1	9.871	233	201	3	1	225	212	443	3.43e-83	264
GACR01014070.1	Q54L50.1	7.373	217	198	3	4	217	251	467	3.16e-79	254
GACR01014070.1	Q54L50.1	9.050	221	186	5	3	217	252	463	3.16e-79	254
GACR01014070.1	Q54L50.1	6.818	264	184	3	4	205	305	568	1.91e-76	247
GACR01014070.1	Q54L50.1	7.031	256	184	3	3	205	364	618	3.75e-76	246
GACR01014070.1	Q54L50.1	5.993	267	189	4	1	205	294	560	6.39e-72	235
GACR01014070.1	Q54L50.1	6.024	249	184	2	1	205	330	572	3.55e-70	230
GACR01014070.1	Q54L50.1	8.032	249	182	3	3	204	23	271	1.54e-65	218
GACR01014070.1	Q54L50.1	9.231	195	160	3	28	205	197	391	8.60e-62	208
GACR01014070.1	Q86K40.1	10.078	258	193	3	3	221	861	1118	1.98e-83	271
GACR01014070.1	Q86K40.1	8.636	220	177	2	7	202	809	1028	9.24e-64	217
GACR01014070.1	Q86K40.1	10.769	195	153	3	14	205	809	985	1.02e-61	211
GACR01014070.1	Q54K19.1	9.948	191	160	1	7	197	87	265	4.52e-83	261
GACR01014070.1	Q54K19.1	7.787	244	183	5	3	204	23	266	3.05e-76	243
GACR01014070.1	Q54K19.1	7.393	257	185	4	2	205	169	425	8.99e-71	229
GACR01014070.1	Q54K19.1	8.235	170	137	2	2	171	116	266	1.68e-66	218
GACR01014070.1	Q54K19.1	9.677	217	178	4	3	207	131	341	8.73e-61	203
GACR01014070.1	Q54GV0.2	8.173	208	190	1	1	208	920	1126	1.43e-82	271
GACR01014070.1	Q54SF4.2	8.787	239	183	5	3	206	86	324	1.92e-81	264
GACR01014070.1	Q54SF4.2	11.556	225	177	5	3	207	113	335	5.27e-76	249
